bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,product,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,most_similar_known_cluster_type,similarity,source,gbk_path
JAUCEV010000001.1.region001,GCA_030348785.1,2.1,JAUCEV010000001.1,113083,137253,False,['betalactone'],24170,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030348785.1/JAUCEV010000001.1.region001.gbk
CP128119.1.region001,GCA_030292095.1,1.1,CP128119.1,359126,388834,False,['lanthipeptide-class-ii'],29708,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region001.gbk
CP128119.1.region002,GCA_030292095.1,1.2,CP128119.1,1243448,1280944,False,"['ranthipeptide', 'LAP']",37496,BGC0000668,12-epi-hapalindole C isonitrile/12-epi-hapalindole E/12-epi-fischerindole U isonitrile/fischerindole L/12-epi-fischerindole I isonitrile/welwitindolinone A isonitrile/welwitindolinone B isothiocyanate/welwitindolinone C isothiocyanate/N-methylwelwitindolinone C isothiocyanate/N-methylwelwitinsolinone C isonitrile/3-epi-welwitindolinone B isothiocyanate/3-(Z-2'-isocyanoethenyl)-indole,Terpene+Alkaloid,0.06666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region002.gbk
CP128119.1.region003,GCA_030292095.1,1.3,CP128119.1,1957108,1970858,False,['NI-siderophore'],13750,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region003.gbk
CP128119.1.region004,GCA_030292095.1,1.4,CP128119.1,2359038,2434086,False,"['NRP-metallophore', 'NRPS', 'betalactone']",75048,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region004.gbk
CP128119.1.region005,GCA_030292095.1,1.5,CP128119.1,2577236,2587500,False,['RiPP-like'],10264,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region005.gbk
CP128119.1.region006,GCA_030292095.1,1.6,CP128119.1,2638060,2663295,False,['betalactone'],25235,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region006.gbk
CP128119.1.region007,GCA_030292095.1,1.7,CP128119.1,2880644,2899949,False,['RRE-containing'],19305,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region007.gbk
CP128119.1.region008,GCA_030292095.1,1.8,CP128119.1,3219677,3241537,False,['terpene'],21860,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region008.gbk
CP128119.1.region009,GCA_030292095.1,1.9,CP128119.1,3610036,3636422,False,['lanthipeptide-class-i'],26386,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region009.gbk
CP128119.1.region010,GCA_030292095.1,1.10,CP128119.1,4910110,4934028,False,['lassopeptide'],23918,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128119.1.region010.gbk
CP128127.1.region001,GCA_030292095.1,2.1,CP128127.1,84940,133403,False,['NRPS'],48463,BGC0000511,ericin S,RiPP:Lanthipeptide,0.125,bgcflow,data/interim/antismash/7.0.0/GCA_030292095.1/CP128127.1.region001.gbk
JAUCFF010000009.1.region001,GCA_030348565.1,1.1,JAUCFF010000009.1,27844,49918,False,"['ranthipeptide', 'sactipeptide']",22074,BGC0000601,sporulation killing factor,RiPP:Head-to-tailcyclized peptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region001.gbk
JAUCFF010000009.1.region002,GCA_030348565.1,1.2,JAUCFF010000009.1,181971,247763,False,['NRPS'],65792,BGC0000433,surfactin,NRP:Lipopeptide,0.8695652173913043,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region002.gbk
JAUCFF010000009.1.region003,GCA_030348565.1,1.3,JAUCFF010000009.1,975972,996491,False,['terpene'],20519,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region003.gbk
JAUCFF010000009.1.region004,GCA_030348565.1,1.4,JAUCFF010000009.1,1589776,1695023,False,"['transAT-PKS', 'PKS-like', 'T3PKS', 'NRPS']",105247,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region004.gbk
JAUCFF010000009.1.region005,GCA_030348565.1,1.5,JAUCFF010000009.1,1766638,1843674,False,"['NRPS', 'betalactone']",77036,BGC0001095,fengycin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region005.gbk
JAUCFF010000009.1.region006,GCA_030348565.1,1.6,JAUCFF010000009.1,1918182,1940081,False,['terpene'],21899,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region006.gbk
JAUCFF010000009.1.region007,GCA_030348565.1,1.7,JAUCFF010000009.1,2085535,2105706,False,['glycocin'],20171,BGC0000558,sublancin 168,RiPP:Lanthipeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region007.gbk
JAUCFF010000009.1.region008,GCA_030348565.1,1.8,JAUCFF010000009.1,2122970,2164068,False,['T3PKS'],41098,BGC0001847,1-carbapen-2-em-3-carboxylic acid,Other,0.16666666666666666,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region008.gbk
JAUCFF010000009.1.region009,GCA_030348565.1,1.9,JAUCFF010000009.1,3086528,3138306,False,"['NRP-metallophore', 'NRPS']",51778,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region009.gbk
JAUCFF010000009.1.region010,GCA_030348565.1,1.10,JAUCFF010000009.1,3419831,3440578,False,['CDPS'],20747,BGC0002103,pulcherriminic acid,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region010.gbk
JAUCFF010000009.1.region011,GCA_030348565.1,1.11,JAUCFF010000009.1,3652095,3673707,False,['sactipeptide'],21612,BGC0000602,subtilosin A,RiPP:Thiopeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region011.gbk
JAUCFF010000009.1.region012,GCA_030348565.1,1.12,JAUCFF010000009.1,3676705,3718124,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region012.gbk
JAUCFF010000009.1.region013,GCA_030348565.1,1.13,JAUCFF010000009.1,3914185,3934455,False,['RRE-containing'],20270,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region013.gbk
JAUCFF010000009.1.region014,GCA_030348565.1,1.14,JAUCFF010000009.1,3941777,3963476,False,['epipeptide'],21699,BGC0001114,thailanstatin A,NRP+Polyketide,0.1,bgcflow,data/interim/antismash/7.0.0/GCA_030348565.1/JAUCFF010000009.1.region014.gbk
JAVIVO010000001.1.region001,GCA_031324265.1,1.1,JAVIVO010000001.1,532260,624638,False,['transAT-PKS'],92378,BGC0000176,difficidin,Polyketide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region001.gbk
JAVIVO010000001.1.region002,GCA_031324265.1,1.2,JAVIVO010000001.1,798020,837521,False,['T3PKS'],39501,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region002.gbk
JAVIVO010000001.1.region003,GCA_031324265.1,1.3,JAVIVO010000001.1,1025995,1046118,False,['terpene'],20123,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region003.gbk
JAVIVO010000001.1.region004,GCA_031324265.1,1.4,JAVIVO010000001.1,1114441,1249119,False,"['NRPS', 'betalactone', 'transAT-PKS']",134678,BGC0001095,fengycin,NRP,1.0666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region004.gbk
JAVIVO010000001.1.region005,GCA_031324265.1,1.5,JAVIVO010000001.1,1321066,1421607,False,"['transAT-PKS', 'NRPS', 'T3PKS']",100541,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region005.gbk
JAVIVO010000001.1.region006,GCA_031324265.1,1.6,JAVIVO010000001.1,1641113,1728935,False,['transAT-PKS'],87822,BGC0000181,macrolactin H,Polyketide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region006.gbk
JAVIVO010000001.1.region007,GCA_031324265.1,1.7,JAVIVO010000001.1,2007923,2028664,False,['terpene'],20741,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region007.gbk
JAVIVO010000001.1.region008,GCA_031324265.1,1.8,JAVIVO010000001.1,2111441,2152686,False,['PKS-like'],41245,BGC0000693,butirosin A/butirosin B,Saccharide,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region008.gbk
JAVIVO010000001.1.region009,GCA_031324265.1,1.9,JAVIVO010000001.1,2370691,2438332,True,"['T3PKS', 'transAT-PKS']",67641,BGC0001089,bacillaene,Polyketide+NRP,0.21428571428571427,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000001.1.region009.gbk
JAVIVO010000016.1.region001,GCA_031324265.1,2.1,JAVIVO010000016.1,458913,500332,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000016.1.region001.gbk
JAVIVO010000016.1.region002,GCA_031324265.1,2.2,JAVIVO010000016.1,1019678,1071469,False,"['RiPP-like', 'NRP-metallophore', 'NRPS']",51791,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000016.1.region002.gbk
JAVIVO010000002.1.region001,GCA_031324265.1,3.1,JAVIVO010000002.1,144735,210143,False,['NRPS'],65408,BGC0000433,surfactin,NRP:Lipopeptide,0.782608695652174,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000002.1.region001.gbk
JAVIVO010000003.1.region001,GCA_031324265.1,4.1,JAVIVO010000003.1,80248,119772,True,"['T1PKS', 'transAT-PKS-like']",39524,BGC0002385,dumulmycin/shuangdaolide A/shuangdaolide C/shuangdaolide B/shuangdaolide D,Polyketide,0.14285714285714285,bgcflow,data/interim/antismash/7.0.0/GCA_031324265.1/JAVIVO010000003.1.region001.gbk
JAUCEY010000008.1.region001,GCA_030348725.1,1.1,JAUCEY010000008.1,129062,144576,False,['NI-siderophore'],15514,BGC0002633,schizokinen,Other,0.75,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region001.gbk
JAUCEY010000008.1.region002,GCA_030348725.1,1.2,JAUCEY010000008.1,461012,481307,False,['terpene'],20295,BGC0002043,cittilin A/cittilin B,RiPP,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region002.gbk
JAUCEY010000008.1.region003,GCA_030348725.1,1.3,JAUCEY010000008.1,1039422,1062961,False,['LAP'],23539,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region003.gbk
JAUCEY010000008.1.region004,GCA_030348725.1,1.4,JAUCEY010000008.1,1736208,1760178,False,['lassopeptide'],23970,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region004.gbk
JAUCEY010000008.1.region005,GCA_030348725.1,1.5,JAUCEY010000008.1,1960509,1981328,False,['terpene'],20819,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region005.gbk
JAUCEY010000008.1.region006,GCA_030348725.1,1.6,JAUCEY010000008.1,2121895,2162984,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region006.gbk
JAUCEY010000008.1.region007,GCA_030348725.1,1.7,JAUCEY010000008.1,2883572,2963118,False,"['betalactone', 'NRPS']",79546,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region007.gbk
JAUCEY010000008.1.region008,GCA_030348725.1,1.8,JAUCEY010000008.1,2981574,3002207,False,['cyclic-lactone-autoinducer'],20633,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region008.gbk
JAUCEY010000008.1.region009,GCA_030348725.1,1.9,JAUCEY010000008.1,4534490,4594792,False,['NRPS'],60302,BGC0000377,koranimine,NRP,1.125,bgcflow,data/interim/antismash/7.0.0/GCA_030348725.1/JAUCEY010000008.1.region009.gbk
CP126087.1.region001,GCA_030122965.1,1.1,CP126087.1,186296,209247,False,"['sactipeptide', 'ranthipeptide']",22951,BGC0000601,sporulation killing factor,RiPP:Head-to-tailcyclized peptide,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region001.gbk
CP126087.1.region002,GCA_030122965.1,1.2,CP126087.1,348454,430369,False,['NRPS'],81915,BGC0000381,lichenysin,NRP,0.9285714285714286,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region002.gbk
CP126087.1.region003,GCA_030122965.1,1.3,CP126087.1,658030,738328,False,"['NRPS', 'T1PKS']",80298,BGC0001059,zwittermicin A,NRP+Polyketide,0.18518518518518517,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region003.gbk
CP126087.1.region004,GCA_030122965.1,1.4,CP126087.1,918274,939180,False,['RRE-containing'],20906,BGC0000607,micrococcin P1,RiPP:Thiopeptide,0.08333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region004.gbk
CP126087.1.region005,GCA_030122965.1,1.5,CP126087.1,1087791,1116418,False,"['terpene', 'NI-siderophore']",28627,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region005.gbk
CP126087.1.region006,GCA_030122965.1,1.6,CP126087.1,1868844,1896497,False,['betalactone'],27653,BGC0001095,fengycin,NRP,0.5333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region006.gbk
CP126087.1.region007,GCA_030122965.1,1.7,CP126087.1,1970730,1992605,False,['terpene'],21875,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region007.gbk
CP126087.1.region008,GCA_030122965.1,1.8,CP126087.1,2032325,2073426,False,['T3PKS'],41101,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region008.gbk
CP126087.1.region009,GCA_030122965.1,1.9,CP126087.1,2383091,2393418,False,['RiPP-like'],10327,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region009.gbk
CP126087.1.region010,GCA_030122965.1,1.10,CP126087.1,2524453,2556904,False,['betalactone'],32451,BGC0000469,bottromycin A2,RiPP:Bottromycin,0.06060606060606061,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region010.gbk
CP126087.1.region011,GCA_030122965.1,1.11,CP126087.1,3438823,3480245,False,['other'],41422,BGC0001184,bacilysin,Other,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region011.gbk
CP126087.1.region012,GCA_030122965.1,1.12,CP126087.1,3712852,3764580,False,"['NRP-metallophore', 'NRPS']",51728,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030122965.1/CP126087.1.region012.gbk
CP126091.1.region001,GCA_030123025.1,1.1,CP126091.1,373157,437993,False,['NRPS'],64836,BGC0000381,lichenysin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region001.gbk
CP126091.1.region002,GCA_030123025.1,1.2,CP126091.1,1101310,1142523,False,"['thiopeptide', 'LAP']",41213,BGC0000693,butirosin A/butirosin B,Saccharide,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region002.gbk
CP126091.1.region003,GCA_030123025.1,1.3,CP126091.1,1266214,1281678,False,['NI-siderophore'],15464,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region003.gbk
CP126091.1.region004,GCA_030123025.1,1.4,CP126091.1,2099204,2159593,False,"['NRPS', 'betalactone']",60389,BGC0001095,fengycin,NRP,0.7333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region004.gbk
CP126091.1.region005,GCA_030123025.1,1.5,CP126091.1,2197503,2243245,False,['T1PKS'],45742,BGC0000112,neocarzinostatin,Polyketide:Iterative type I polyketide+Polyketide:Enediyne type I polyketide,0.043478260869565216,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region005.gbk
CP126091.1.region006,GCA_030123025.1,1.6,CP126091.1,2274857,2296747,False,['terpene'],21890,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region006.gbk
CP126091.1.region007,GCA_030123025.1,1.7,CP126091.1,2346191,2387289,False,['T3PKS'],41098,BGC0002432,laterocidine,NRP,0.05555555555555555,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region007.gbk
CP126091.1.region008,GCA_030123025.1,1.8,CP126091.1,2658558,2668903,False,['RiPP-like'],10345,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region008.gbk
CP126091.1.region009,GCA_030123025.1,1.9,CP126091.1,3568345,3589095,False,['CDPS'],20750,BGC0002103,pulcherriminic acid,Other,0.6666666666666666,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region009.gbk
CP126091.1.region010,GCA_030123025.1,1.10,CP126091.1,3841315,3893071,False,"['NRP-metallophore', 'NRPS']",51756,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region010.gbk
CP126091.1.region011,GCA_030123025.1,1.11,CP126091.1,3991531,4014265,False,"['lassopeptide', 'RRE-containing']",22734,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123025.1/CP126091.1.region011.gbk
JAUCFW010000007.1.region001,GCA_030348245.1,1.1,JAUCFW010000007.1,2839595,2863103,False,['LAP'],23508,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000007.1.region001.gbk
JAUCFW010000007.1.region002,GCA_030348245.1,1.2,JAUCFW010000007.1,3467631,3481346,False,['NI-siderophore'],13715,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000007.1.region002.gbk
JAUCFW010000007.1.region003,GCA_030348245.1,1.3,JAUCFW010000007.1,3874509,3884287,False,['RiPP-like'],9778,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000007.1.region003.gbk
JAUCFW010000007.1.region004,GCA_030348245.1,1.4,JAUCFW010000007.1,4000541,4025780,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000007.1.region004.gbk
JAUCFW010000007.1.region005,GCA_030348245.1,1.5,JAUCFW010000007.1,4117902,4128172,False,['RiPP-like'],10270,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000007.1.region005.gbk
JAUCFW010000001.1.region001,GCA_030348245.1,2.1,JAUCFW010000001.1,0,23711,True,['lassopeptide'],23711,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000001.1.region001.gbk
JAUCFW010000001.1.region002,GCA_030348245.1,2.2,JAUCFW010000001.1,128140,149994,False,['terpene'],21854,BGC0000916,molybdenum cofactor,Other,0.17647058823529413,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000001.1.region002.gbk
JAUCFW010000002.1.region001,GCA_030348245.1,3.1,JAUCFW010000002.1,120566,133355,False,['RiPP-like'],12789,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348245.1/JAUCFW010000002.1.region001.gbk
JAUCFG010000002.1.region001,GCA_030348585.1,1.1,JAUCFG010000002.1,1063560,1075122,False,['RiPP-like'],11562,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region001.gbk
JAUCFG010000002.1.region002,GCA_030348585.1,1.2,JAUCFG010000002.1,1191310,1214845,False,['LAP'],23535,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region002.gbk
JAUCFG010000002.1.region003,GCA_030348585.1,1.3,JAUCFG010000002.1,1814476,1828191,False,['NI-siderophore'],13715,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region003.gbk
JAUCFG010000002.1.region004,GCA_030348585.1,1.4,JAUCFG010000002.1,2189149,2198530,False,['RiPP-like'],9381,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region004.gbk
JAUCFG010000002.1.region005,GCA_030348585.1,1.5,JAUCFG010000002.1,2284484,2309723,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region005.gbk
JAUCFG010000002.1.region006,GCA_030348585.1,1.6,JAUCFG010000002.1,2394994,2405264,False,['RiPP-like'],10270,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region006.gbk
JAUCFG010000002.1.region007,GCA_030348585.1,1.7,JAUCFG010000002.1,3115194,3137048,False,['terpene'],21854,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region007.gbk
JAUCFG010000002.1.region008,GCA_030348585.1,1.8,JAUCFG010000002.1,4741632,4765549,False,['lassopeptide'],23917,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000002.1.region008.gbk
JAUCFG010000004.1.region001,GCA_030348585.1,3.1,JAUCFG010000004.1,39799,52019,False,['RiPP-like'],12220,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348585.1/JAUCFG010000004.1.region001.gbk
CP126095.1.region001,GCA_030123105.1,1.1,CP126095.1,773402,792632,False,['RRE-containing'],19230,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region001.gbk
CP126095.1.region002,GCA_030123105.1,1.2,CP126095.1,1067691,1087931,False,['proteusin'],20240,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region002.gbk
CP126095.1.region003,GCA_030123105.1,1.3,CP126095.1,2406330,2426814,False,['ranthipeptide'],20484,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region003.gbk
CP126095.1.region004,GCA_030123105.1,1.4,CP126095.1,3257232,3274864,False,['terpene'],17632,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region004.gbk
CP126095.1.region005,GCA_030123105.1,1.5,CP126095.1,4465651,4487070,False,['ranthipeptide'],21419,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region005.gbk
CP126095.1.region006,GCA_030123105.1,1.6,CP126095.1,4766969,4787497,False,['cyclic-lactone-autoinducer'],20528,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region006.gbk
CP126095.1.region007,GCA_030123105.1,1.7,CP126095.1,6264136,6285009,False,['terpene'],20873,BGC0000645,carotenoid,Terpene,0.3333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030123105.1/CP126095.1.region007.gbk
