bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40
JAUCEY010000008.1.region003,LAP,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
JAUCEY010000008.1.region002,terpene,Terpene,GCA_030348725.1,JAUCEY010000008.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
JAUCEY010000008.1.region008,cyclic-lactone-autoinducer,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3241,3241,3241,2582,114,unknown_family,u_RiPPs_114,106,unknown_family,u_RiPPs_106
JAUCEY010000008.1.region005,terpene,Terpene,GCA_030348725.1,JAUCEY010000008.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
JAUCEY010000008.1.region006,T3PKS,PKSother,GCA_030348725.1,JAUCEY010000008.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
JAUCEY010000008.1.region001,NI-siderophore,Others,GCA_030348725.1,JAUCEY010000008.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3
JAUCEY010000008.1.region007,betalactone.NRPS,Others,GCA_030348725.1,JAUCEY010000008.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
JAUCEY010000008.1.region009,NRPS,NRPS,GCA_030348725.1,JAUCEY010000008.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine
JAUCEY010000008.1.region004,lassopeptide,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22
CP126087.1.region004,RRE-containing,RiPPs,GCA_030122965.1,CP126087.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
CP126087.1.region006,betalactone,Others,GCA_030122965.1,CP126087.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
CP126087.1.region012,NRP-metallophore.NRPS,Others,GCA_030122965.1,CP126087.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31
CP126087.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030122965.1,CP126087.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39
CP126087.1.region002,NRPS,NRPS,GCA_030122965.1,CP126087.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
CP126087.1.region009,RiPP-like,RiPPs,GCA_030122965.1,CP126087.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35
CP126087.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030122965.1,CP126087.1,2595,2619,2595,2582,119,unknown_family,u_RiPPs_119,57,unknown_family,u_RiPPs_57
CP126087.1.region008,T3PKS,PKSother,GCA_030122965.1,CP126087.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
CP126087.1.region005,NI-siderophore.terpene,Others,GCA_030122965.1,CP126087.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
CP126087.1.region010,betalactone,Others,GCA_030122965.1,CP126087.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
CP126087.1.region007,terpene,Terpene,GCA_030122965.1,CP126087.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
CP126087.1.region011,other,Others,GCA_030122965.1,CP126087.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
CP126091.1.region003,NI-siderophore,Others,GCA_030123025.1,CP126091.1,2681,3287,2681,794,69,unknown_family,u_Others_69,3,unknown_family,u_Others_3
CP126091.1.region004,betalactone.NRPS,Others,GCA_030123025.1,CP126091.1,2634,2634,2634,794,152,unknown_family,u_Others_152,140,unknown_family,u_Others_140
CP126091.1.region005,T1PKS,PKSI,GCA_030123025.1,CP126091.1,,,,,,,,,,
CP126091.1.region008,RiPP-like,RiPPs,GCA_030123025.1,CP126091.1,2638,2638,2638,2582,220,unknown_family,u_RiPPs_220,197,unknown_family,u_RiPPs_197
CP126091.1.region002,LAP.thiopeptide,RiPPs,GCA_030123025.1,CP126091.1,3654,3654,3654,2582,81,unknown_family,u_RiPPs_81,79,unknown_family,u_RiPPs_79
CP126091.1.region006,terpene,Terpene,GCA_030123025.1,CP126091.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
CP126091.1.region009,CDPS,NRPS,GCA_030123025.1,CP126091.1,3291,3291,3291,,131,unknown_family,u_NRPS_131,119,unknown_family,u_NRPS_119
CP126091.1.region011,RRE-containing.lassopeptide,RiPPs,GCA_030123025.1,CP126091.1,2641,2641,2641,2582,108,unknown_family,u_RiPPs_108,100,unknown_family,u_RiPPs_100
CP126091.1.region007,T3PKS,PKSother,GCA_030123025.1,CP126091.1,2684,2637,2684,,88,unknown_family,u_PKSother_88,4,unknown_family,u_PKSother_4
CP126091.1.region010,NRP-metallophore.NRPS,Others,GCA_030123025.1,CP126091.1,3292,3292,3292,794,64,unknown_family,u_Others_64,64,unknown_family,u_Others_64
CP126091.1.region001,NRPS,NRPS,GCA_030123025.1,CP126091.1,355,3655,3655,,61,known_family,lichenysin,59,known_family,lichenysin
JAUCFW010000002.1.region001,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000002.1,3473,3473,3473,2582,247,unknown_family,u_RiPPs_247,219,unknown_family,u_RiPPs_219
JAUCFW010000007.1.region002,NI-siderophore,Others,GCA_030348245.1,JAUCFW010000007.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
JAUCFW010000001.1.region001,lassopeptide,RiPPs,GCA_030348245.1,JAUCFW010000001.1,3558,3259,3259,3259,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
JAUCFW010000007.1.region003,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3323,3476,3332,2582,219,unknown_family,u_RiPPs_219,54,unknown_family,u_RiPPs_54
JAUCFW010000007.1.region005,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAUCFW010000007.1.region001,LAP,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAUCFW010000001.1.region002,terpene,Terpene,GCA_030348245.1,JAUCFW010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAUCFW010000007.1.region004,betalactone,Others,GCA_030348245.1,JAUCFW010000007.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCFG010000002.1.region002,LAP,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAUCFG010000002.1.region005,betalactone,Others,GCA_030348585.1,JAUCFG010000002.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCFG010000002.1.region006,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAUCFG010000004.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000004.1,3431,3431,3431,2582,77,unknown_family,u_RiPPs_77,55,unknown_family,u_RiPPs_55
JAUCFG010000002.1.region007,terpene,Terpene,GCA_030348585.1,JAUCFG010000002.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAUCFG010000002.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3432,3432,3432,2582,83,unknown_family,u_RiPPs_83,82,unknown_family,u_RiPPs_82
JAUCFG010000002.1.region008,lassopeptide,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21
JAUCFG010000002.1.region004,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3323,3332,3332,2582,70,unknown_family,u_RiPPs_70,54,unknown_family,u_RiPPs_54
JAUCFG010000002.1.region003,NI-siderophore,Others,GCA_030348585.1,JAUCFG010000002.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126095.1.region004,terpene,Terpene,GCA_030123105.1,CP126095.1,2674,2674,2674,2488,369,unknown_family,u_Terpene_369,323,unknown_family,u_Terpene_323
CP126095.1.region001,RRE-containing,RiPPs,GCA_030123105.1,CP126095.1,2671,2671,2671,2582,252,unknown_family,u_RiPPs_252,223,unknown_family,u_RiPPs_223
CP126095.1.region007,terpene,Terpene,GCA_030123105.1,CP126095.1,2677,2677,2677,2488,361,unknown_family,u_Terpene_361,315,unknown_family,u_Terpene_315
CP126095.1.region002,proteusin,RiPPs,GCA_030123105.1,CP126095.1,2672,2672,2672,2582,199,unknown_family,u_RiPPs_199,178,unknown_family,u_RiPPs_178
CP126095.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030123105.1,CP126095.1,2676,2676,2676,2582,282,unknown_family,u_RiPPs_282,248,unknown_family,u_RiPPs_248
CP126095.1.region005,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2675,2675,2675,2582,253,unknown_family,u_RiPPs_253,224,unknown_family,u_RiPPs_224
CP126095.1.region003,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2673,2673,2673,2582,189,unknown_family,u_RiPPs_189,170,unknown_family,u_RiPPs_170
JAVIVQ010000019.1.region001,NRPS-like,NRPS,GCA_031324285.1,JAVIVQ010000019.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
JAVIVQ010000001.1.region003,NRPS,NRPS,GCA_031324285.1,JAVIVQ010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
JAVIVQ010000001.1.region006,betalactone,Others,GCA_031324285.1,JAVIVQ010000001.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAVIVQ010000018.1.region001,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000018.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52
JAVIVQ010000001.1.region002,terpene,Terpene,GCA_031324285.1,JAVIVQ010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAVIVQ010000001.1.region005,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
JAVIVQ010000001.1.region001,lassopeptide,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
JAVIVQ010000001.1.region004,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAVIVQ010000001.1.region008,NI-siderophore,Others,GCA_031324285.1,JAVIVQ010000001.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
JAVIVQ010000001.1.region009,LAP,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAVIVQ010000001.1.region007,NRP-metallophore.NRPS,Others,GCA_031324285.1,JAVIVQ010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP126090.1.region004,RRE-containing,RiPPs,GCA_030123005.1,CP126090.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
CP126090.1.region007,terpene,Terpene,GCA_030123005.1,CP126090.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
CP126090.1.region011,other,Others,GCA_030123005.1,CP126090.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
CP126090.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030123005.1,CP126090.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39
CP126090.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030123005.1,CP126090.1,2595,2619,2595,2582,119,unknown_family,u_RiPPs_119,57,unknown_family,u_RiPPs_57
CP126090.1.region006,betalactone,Others,GCA_030123005.1,CP126090.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
CP126090.1.region009,RiPP-like,RiPPs,GCA_030123005.1,CP126090.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35
CP126090.1.region012,NRP-metallophore.NRPS,Others,GCA_030123005.1,CP126090.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31
CP126090.1.region008,T3PKS,PKSother,GCA_030123005.1,CP126090.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
CP126090.1.region010,betalactone,Others,GCA_030123005.1,CP126090.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
CP126090.1.region002,NRPS,NRPS,GCA_030123005.1,CP126090.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
CP126090.1.region005,NI-siderophore.terpene,Others,GCA_030123005.1,CP126090.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
JAUCFQ010000001.1.region007,T3PKS,PKSother,GCA_030348345.1,JAUCFQ010000001.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
JAUCFQ010000001.1.region002,cyclic-lactone-autoinducer,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73,71,unknown_family,u_RiPPs_71
JAUCFQ010000001.1.region008,betalactone,Others,GCA_030348345.1,JAUCFQ010000001.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
JAUCFQ010000001.1.region001,NI-siderophore,Others,GCA_030348345.1,JAUCFQ010000001.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3
JAUCFQ010000001.1.region005,lassopeptide,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22
JAUCFQ010000001.1.region003,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
JAUCFQ010000001.1.region004,LAP,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
JAUCFQ010000001.1.region006,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
CP126115.1.region004,terpene,Terpene,GCA_030123505.1,CP126115.1,2783,2837,2783,2488,346,unknown_family,u_Terpene_346,38,unknown_family,u_Terpene_38
CP126115.1.region001,betalactone,Others,GCA_030123505.1,CP126115.1,2834,2651,2651,794,67,unknown_family,u_Others_67,66,unknown_family,u_Others_66
CP126115.1.region005,T3PKS,PKSother,GCA_030123505.1,CP126115.1,2812,2838,2654,,93,unknown_family,u_PKSother_93,37,unknown_family,u_PKSother_37
CP126115.1.region003,betalactone,Others,GCA_030123505.1,CP126115.1,2836,2836,2836,794,156,unknown_family,u_Others_156,143,unknown_family,u_Others_143
CP126115.1.region002,LAP,RiPPs,GCA_030123505.1,CP126115.1,3201,2835,3201,2582,227,unknown_family,u_RiPPs_227,105,unknown_family,u_RiPPs_105
CP126115.1.region006,RiPP-like,RiPPs,GCA_030123505.1,CP126115.1,2839,2839,2839,2582,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
CP126112.1.region006,LAP,RiPPs,GCA_030123485.1,CP126112.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
CP126112.1.region007,terpene,Terpene,GCA_030123485.1,CP126112.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
CP126112.1.region005,lassopeptide,RiPPs,GCA_030123485.1,CP126112.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22
CP126112.1.region002,betalactone,Others,GCA_030123485.1,CP126112.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
CP126112.1.region003,T3PKS,PKSother,GCA_030123485.1,CP126112.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
CP126112.1.region004,terpene,Terpene,GCA_030123485.1,CP126112.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
CP126112.1.region008,NI-siderophore,Others,GCA_030123485.1,CP126112.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3
CP126112.1.region001,NRPS,NRPS,GCA_030123485.1,CP126112.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine
JAVIVR010000019.1.region001,NRPS,NRPS,GCA_031324225.1,JAVIVR010000019.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
JAVIVR010000001.1.region002,RRE-containing,RiPPs,GCA_031324225.1,JAVIVR010000001.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
JAVIVR010000001.1.region001,NI-siderophore.terpene,Others,GCA_031324225.1,JAVIVR010000001.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
JAVIVR010000002.1.region004,T3PKS,PKSother,GCA_031324225.1,JAVIVR010000002.1,2684,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
JAVIVR010000002.1.region003,terpene,Terpene,GCA_031324225.1,JAVIVR010000002.1,3573,3573,3573,2488,136,unknown_family,u_Terpene_136,125,unknown_family,u_Terpene_125
JAVIVR010000002.1.region001,RiPP-like,RiPPs,GCA_031324225.1,JAVIVR010000002.1,3159,3159,3159,2582,57,unknown_family,u_RiPPs_57,50,unknown_family,u_RiPPs_50
JAVIVR010000002.1.region006,betalactone,Others,GCA_031324225.1,JAVIVR010000002.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
JAVIVR010000002.1.region002,betalactone,Others,GCA_031324225.1,JAVIVR010000002.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
JAVIVR010000019.1.region002,NRPS-like,NRPS,GCA_031324225.1,JAVIVR010000019.1,3578,3578,3578,,53,unknown_family,u_NRPS_53,48,unknown_family,u_NRPS_48
JAVIVR010000002.1.region005,terpene,Terpene,GCA_031324225.1,JAVIVR010000002.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
JAUCFU010000008.1.region008,lassopeptide,RiPPs,GCA_030348225.1,JAUCFU010000008.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21
JAUCFU010000008.1.region004,LAP,RiPPs,GCA_030348225.1,JAUCFU010000008.1,3454,3076,3454,2582,107,unknown_family,u_RiPPs_107,78,unknown_family,u_RiPPs_78
JAUCFU010000008.1.region003,betalactone,Others,GCA_030348225.1,JAUCFU010000008.1,3068,3453,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCFU010000007.1.region001,RiPP-like,RiPPs,GCA_030348225.1,JAUCFU010000007.1,3449,3449,3449,2582,111,unknown_family,u_RiPPs_111,102,unknown_family,u_RiPPs_102
JAUCFU010000008.1.region005,NRPS,NRPS,GCA_030348225.1,JAUCFU010000008.1,3455,3455,3455,,87,unknown_family,u_NRPS_87,13,unknown_family,u_NRPS_13
JAUCFU010000008.1.region001,NRPS,NRPS,GCA_030348225.1,JAUCFU010000008.1,3073,3073,3073,,130,unknown_family,u_NRPS_130,118,unknown_family,u_NRPS_118
JAUCFU010000008.1.region007,T3PKS,PKSother,GCA_030348225.1,JAUCFU010000008.1,3079,3079,3079,,91,unknown_family,u_PKSother_91,85,unknown_family,u_PKSother_85
JAUCFU010000007.1.region002,RiPP-like,RiPPs,GCA_030348225.1,JAUCFU010000007.1,3081,3081,3081,2582,117,unknown_family,u_RiPPs_117,109,unknown_family,u_RiPPs_109
JAUCFU010000008.1.region006,terpene,Terpene,GCA_030348225.1,JAUCFU010000008.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAUCFU010000008.1.region002,NI-siderophore,Others,GCA_030348225.1,JAUCFU010000008.1,3452,3452,3452,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126080.1.region004,terpene,Terpene,GCA_030122805.1,CP126080.1,2522,2522,2522,2488,354,unknown_family,u_Terpene_354,308,unknown_family,u_Terpene_308
CP126080.1.region002,RRE-containing,RiPPs,GCA_030122805.1,CP126080.1,2520,2520,2520,2582,198,unknown_family,u_RiPPs_198,177,unknown_family,u_RiPPs_177
CP126080.1.region001,lassopeptide,RiPPs,GCA_030122805.1,CP126080.1,3327,2519,2791,2582,271,unknown_family,u_RiPPs_271,95,unknown_family,u_RiPPs_95
CP126080.1.region005,T3PKS,PKSother,GCA_030122805.1,CP126080.1,2812,2523,2812,,327,unknown_family,u_PKSother_327,37,unknown_family,u_PKSother_37
CP126080.1.region003,LAP,RiPPs,GCA_030122805.1,CP126080.1,2521,2521,2521,2582,229,unknown_family,u_RiPPs_229,204,unknown_family,u_RiPPs_204
CP126101.1.region003,NRPS,NRPS,GCA_030123245.1,CP126101.1,3357,3357,3357,,85,unknown_family,u_NRPS_85,83,unknown_family,u_NRPS_83
CP126101.1.region002,terpene,Terpene,GCA_030123245.1,CP126101.1,3356,3356,3356,2488,95,unknown_family,u_Terpene_95,87,unknown_family,u_Terpene_87
CP126101.1.region007,T3PKS,PKSother,GCA_030123245.1,CP126101.1,3354,2743,2733,,89,unknown_family,u_PKSother_89,62,unknown_family,u_PKSother_62
CP126101.1.region001,betalactone,Others,GCA_030123245.1,CP126101.1,3355,3355,3355,794,51,unknown_family,u_Others_51,1,known_family,fengycin
CP126101.1.region004,phosphonate,Others,GCA_030123245.1,CP126101.1,3358,3358,3358,794,65,unknown_family,u_Others_65,65,unknown_family,u_Others_65
CP126101.1.region005,RRE-containing.lassopeptide,RiPPs,GCA_030123245.1,CP126101.1,2741,2741,2741,2582,74,unknown_family,u_RiPPs_74,72,unknown_family,u_RiPPs_72
CP126101.1.region006,NRPS-like,NRPS,GCA_030123245.1,CP126101.1,3353,3127,3353,,62,unknown_family,u_NRPS_62,49,unknown_family,u_NRPS_49
CP126103.1.region004,phosphonate,Others,GCA_030123265.1,CP126103.1,3358,3358,3358,794,65,unknown_family,u_Others_65,65,unknown_family,u_Others_65
CP126103.1.region002,terpene,Terpene,GCA_030123265.1,CP126103.1,3356,3356,3356,2488,95,unknown_family,u_Terpene_95,87,unknown_family,u_Terpene_87
CP126103.1.region006,NRPS-like,NRPS,GCA_030123265.1,CP126103.1,3353,3127,3353,,62,unknown_family,u_NRPS_62,49,unknown_family,u_NRPS_49
CP126103.1.region005,RRE-containing.lassopeptide,RiPPs,GCA_030123265.1,CP126103.1,2741,2741,2741,2582,74,unknown_family,u_RiPPs_74,72,unknown_family,u_RiPPs_72
CP126103.1.region001,betalactone,Others,GCA_030123265.1,CP126103.1,3355,3355,3355,794,51,unknown_family,u_Others_51,1,known_family,fengycin
CP126103.1.region007,T3PKS,PKSother,GCA_030123265.1,CP126103.1,3354,2743,2733,,89,unknown_family,u_PKSother_89,62,unknown_family,u_PKSother_62
CP126103.1.region003,NRPS,NRPS,GCA_030123265.1,CP126103.1,3357,3357,3357,,85,unknown_family,u_NRPS_85,83,unknown_family,u_NRPS_83
CP128129.1.region008,lanthipeptide-class-i,RiPPs,GCA_030292205.1,CP128129.1,3029,3029,3029,2582,60,unknown_family,u_RiPPs_60,56,unknown_family,u_RiPPs_56
CP128135.1.region001,NRPS,NRPS,GCA_030292205.1,CP128135.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
